0.65,0.0,0.65,1.5707965,3.141593,1.5707965
0.65248173,0.01023318,0.65,1.5707965,3.07876114,1.56032871
0.65496347,0.02046636,0.65,1.5707965,3.01592928,1.54986092
0.6574452,0.03069954,0.65,1.5707965,2.95309742,1.53939313
0.65992693,0.04093272,0.65,1.5707965,2.89026556,1.52892535
0.66240867,0.0511659,0.65,1.5707965,2.8274337,1.51845756
0.6648904,0.06139908,0.65,1.5707965,2.76460184,1.50798977
0.66737213,0.07163226,0.65,1.5707965,2.70176998,1.49752198
0.66985387,0.08186543,0.65,1.5707965,2.63893812,1.48705419
0.6723356,0.09209861,0.65,1.5707965,2.57610626,1.4765864
0.67481733,0.10233179,0.65,1.5707965,2.5132744,1.46611861
0.67729907,0.11256497,0.65,1.5707965,2.45044254,1.45565083
0.6797808,0.12279815,0.65,1.5707965,2.38761068,1.44518304
0.68226253,0.13303133,0.65,1.5707965,2.32477882,1.43471525
0.68474427,0.14326451,0.65,1.5707965,2.26194696,1.42424746
0.687226,0.15349769,0.65,1.5707965,2.1991151,1.41377967
0.68970773,0.16373087,0.65,1.5707965,2.13628324,1.40331188
0.69218947,0.17396405,0.65,1.5707965,2.07345138,1.39284409
0.6946712,0.18419723,0.65,1.5707965,2.01061952,1.38237631
0.69715293,0.19443041,0.65,1.5707965,1.94778766,1.37190852
0.69963467,0.20466359,0.65,1.5707965,1.8849558,1.36144073
0.7021164,0.21489677,0.65,1.5707965,1.82212394,1.35097294
0.70459813,0.22512995,0.65,1.5707965,1.75929208,1.34050515
0.70707987,0.23536313,0.65,1.5707965,1.69646022,1.33003736
0.7095616,0.2455963,0.65,1.5707965,1.63362836,1.31956957
0.71204333,0.25582948,0.65,1.5707965,1.5707965,1.30910179
0.71452507,0.26606266,0.65,1.5707965,1.50796464,1.298634
0.7170068,0.27629584,0.65,1.5707965,1.44513278,1.28816621
0.71948853,0.28652902,0.65,1.5707965,1.38230092,1.27769842
0.72197027,0.2967622,0.65,1.5707965,1.31946906,1.26723063
0.724452,0.30699538,0.65,1.5707965,1.2566372,1.25676284
0.72693373,0.31722856,0.65,1.5707965,1.19380534,1.24629505
0.72941547,0.32746174,0.65,1.5707965,1.13097348,1.23582727
0.7318972,0.33769492,0.65,1.5707965,1.06814162,1.22535948
0.73437893,0.3479281,0.65,1.5707965,1.00530976,1.21489169
0.73686067,0.35816128,0.65,1.5707965,0.9424779,1.2044239
0.7393424,0.36839446,0.65,1.5707965,0.87964604,1.19395611
0.74182413,0.37862764,0.65,1.5707965,0.81681418,1.18348832
0.74430587,0.38886082,0.65,1.5707965,0.75398232,1.17302053
0.7467876,0.399094,0.65,1.5707965,0.69115046,1.16255275
0.74926933,0.40932717,0.65,1.5707965,0.6283186,1.15208496
0.75175107,0.41956035,0.65,1.5707965,0.56548674,1.14161717
0.7542328,0.42979353,0.65,1.5707965,0.50265488,1.13114938
0.75671453,0.44002671,0.65,1.5707965,0.43982302,1.12068159
0.75919627,0.45025989,0.65,1.5707965,0.37699116,1.1102138
0.761678,0.46049307,0.65,1.5707965,0.3141593,1.09974601
0.76415973,0.47072625,0.65,1.5707965,0.25132744,1.08927823
0.76664147,0.48095943,0.65,1.5707965,0.18849558,1.07881044
0.7691232,0.49119261,0.65,1.5707965,0.12566372,1.06834265
0.77160493,0.50142579,0.65,1.5707965,0.06283186,1.05787486
0.77408666,0.51165897,0.65,1.5707965,-0.0,1.04740707
