0.65,0.0,0.65,1.5707965,3.141593,1.5707965
0.65211541,0.00682686,0.65,1.5707965,3.07876114,1.57698437
0.65423081,0.01365372,0.65,1.5707965,3.01592928,1.58317224
0.65634622,0.02048058,0.65,1.5707965,2.95309742,1.5893601
0.65846163,0.02730744,0.65,1.5707965,2.89026556,1.59554797
0.66057703,0.0341343,0.65,1.5707965,2.8274337,1.60173584
0.66269244,0.04096116,0.65,1.5707965,2.76460184,1.60792371
0.66480785,0.04778802,0.65,1.5707965,2.70176998,1.61411158
0.66692325,0.05461488,0.65,1.5707965,2.63893812,1.62029944
0.66903866,0.06144174,0.65,1.5707965,2.57610626,1.62648731
0.67115407,0.0682686,0.65,1.5707965,2.5132744,1.63267518
0.67326947,0.07509546,0.65,1.5707965,2.45044254,1.63886305
0.67538488,0.08192232,0.65,1.5707965,2.38761068,1.64505092
0.67750029,0.08874918,0.65,1.5707965,2.32477882,1.65123878
0.67961569,0.09557604,0.65,1.5707965,2.26194696,1.65742665
0.6817311,0.1024029,0.65,1.5707965,2.1991151,1.66361452
0.6838465,0.10922976,0.65,1.5707965,2.13628324,1.66980239
0.68596191,0.11605662,0.65,1.5707965,2.07345138,1.67599026
0.68807732,0.12288348,0.65,1.5707965,2.01061952,1.68217812
0.69019272,0.12971034,0.65,1.5707965,1.94778766,1.68836599
0.69230813,0.1365372,0.65,1.5707965,1.8849558,1.69455386
0.69442354,0.14336406,0.65,1.5707965,1.82212394,1.70074173
0.69653894,0.15019092,0.65,1.5707965,1.75929208,1.7069296
0.69865435,0.15701778,0.65,1.5707965,1.69646022,1.71311746
0.70076976,0.16384464,0.65,1.5707965,1.63362836,1.71930533
0.70288516,0.1706715,0.65,1.5707965,1.5707965,1.7254932
0.70500057,0.17749836,0.65,1.5707965,1.50796464,1.73168107
0.70711598,0.18432522,0.65,1.5707965,1.44513278,1.73786894
0.70923138,0.19115208,0.65,1.5707965,1.38230092,1.7440568
0.71134679,0.19797894,0.65,1.5707965,1.31946906,1.75024467
0.7134622,0.2048058,0.65,1.5707965,1.2566372,1.75643254
0.7155776,0.21163266,0.65,1.5707965,1.19380534,1.76262041
0.71769301,0.21845952,0.65,1.5707965,1.13097348,1.76880828
0.71980842,0.22528638,0.65,1.5707965,1.06814162,1.77499614
0.72192382,0.23211324,0.65,1.5707965,1.00530976,1.78118401
0.72403923,0.2389401,0.65,1.5707965,0.9424779,1.78737188
0.72615464,0.24576696,0.65,1.5707965,0.87964604,1.79355975
0.72827004,0.25259382,0.65,1.5707965,0.81681418,1.79974762
0.73038545,0.25942068,0.65,1.5707965,0.75398232,1.80593548
0.73250086,0.26624754,0.65,1.5707965,0.69115046,1.81212335
0.73461626,0.2730744,0.65,1.5707965,0.6283186,1.81831122
0.73673167,0.27990126,0.65,1.5707965,0.56548674,1.82449909
0.73884708,0.28672812,0.65,1.5707965,0.50265488,1.83068696
0.74096248,0.29355498,0.65,1.5707965,0.43982302,1.83687482
0.74307789,0.30038184,0.65,1.5707965,0.37699116,1.84306269
0.7451933,0.3072087,0.65,1.5707965,0.3141593,1.84925056
0.7473087,0.31403556,0.65,1.5707965,0.25132744,1.85543843
0.74942411,0.32086242,0.65,1.5707965,0.18849558,1.8616263
0.75153951,0.32768928,0.65,1.5707965,0.12566372,1.86781416
0.75365492,0.33451614,0.65,1.5707965,0.06283186,1.87400203
0.75577033,0.341343,0.65,1.5707965,-0.0,1.8801899
